source_plate,destination_plate,source_well,destination_well,volume_nL
color_plate,art_plate,A1,P15,350
color_plate,art_plate,A1,P16,350
color_plate,art_plate,A1,P17,350
color_plate,art_plate,A1,P18,350
color_plate,art_plate,A1,P19,350
color_plate,art_plate,A1,P20,350
color_plate,art_plate,A1,P21,350
color_plate,art_plate,A1,P22,350
color_plate,art_plate,A1,P23,350
color_plate,art_plate,A1,P24,350
color_plate,art_plate,A1,P25,350
color_plate,art_plate,A1,P26,350
color_plate,art_plate,A1,P27,350
color_plate,art_plate,A1,P28,350
color_plate,art_plate,A1,P29,350
color_plate,art_plate,A1,P30,350
color_plate,art_plate,A1,P31,350
color_plate,art_plate,A1,P32,350
color_plate,art_plate,A1,P33,350
color_plate,art_plate,A1,P34,350
color_plate,art_plate,A1,P35,350
color_plate,art_plate,A1,P36,350
color_plate,art_plate,A1,P37,350
color_plate,art_plate,A1,P38,350
color_plate,art_plate,A1,P39,350
color_plate,art_plate,A1,P40,350
color_plate,art_plate,A1,P41,350
color_plate,art_plate,A1,P42,350
color_plate,art_plate,A1,P43,350
color_plate,art_plate,A1,P44,350
color_plate,art_plate,A1,Q1,350
color_plate,art_plate,A1,Q4,350
color_plate,art_plate,A1,Q13,350
color_plate,art_plate,A1,Q15,350
color_plate,art_plate,A1,Q17,350
color_plate,art_plate,A1,Q19,350
color_plate,art_plate,A1,Q21,350
color_plate,art_plate,A1,Q23,350
color_plate,art_plate,A1,Q25,350
color_plate,art_plate,A1,Q27,350
color_plate,art_plate,A1,Q29,350
color_plate,art_plate,A1,Q31,350
color_plate,art_plate,A1,Q33,350
color_plate,art_plate,A1,Q35,350
color_plate,art_plate,A1,Q37,350
color_plate,art_plate,A1,Q39,350
color_plate,art_plate,A1,Q41,350
color_plate,art_plate,A1,Q43,350
color_plate,art_plate,A1,R13,350
color_plate,art_plate,A1,R20,350
color_plate,art_plate,A1,R21,350
color_plate,art_plate,A1,R28,350
color_plate,art_plate,A1,R29,350
color_plate,art_plate,A1,R33,350
color_plate,art_plate,A1,R35,350
color_plate,art_plate,A1,R39,350
color_plate,art_plate,A1,R44,350
color_plate,art_plate,A1,S1,350
color_plate,art_plate,A1,S4,350
color_plate,art_plate,A1,S13,350
color_plate,art_plate,A1,S15,350
color_plate,art_plate,A1,S16,350
color_plate,art_plate,A1,S17,350
color_plate,art_plate,A1,S18,350
color_plate,art_plate,A1,S21,350
color_plate,art_plate,A1,S22,350
color_plate,art_plate,A1,S23,350
color_plate,art_plate,A1,S24,350
color_plate,art_plate,A1,S29,350
color_plate,art_plate,A1,S33,350
color_plate,art_plate,A1,S35,350
color_plate,art_plate,A1,S37,350
color_plate,art_plate,A1,S38,350
color_plate,art_plate,A1,S41,350
color_plate,art_plate,A1,T1,350
color_plate,art_plate,A1,T2,350
color_plate,art_plate,A1,T4,350
color_plate,art_plate,A1,T13,350
color_plate,art_plate,A1,T14,350
color_plate,art_plate,A1,T17,350
color_plate,art_plate,A1,T18,350
color_plate,art_plate,A1,T19,350
color_plate,art_plate,A1,T20,350
color_plate,art_plate,A1,T21,350
color_plate,art_plate,A1,T22,350
color_plate,art_plate,A1,T25,350
color_plate,art_plate,A1,T28,350
color_plate,art_plate,A1,T29,350
color_plate,art_plate,A1,T34,350
color_plate,art_plate,A1,T35,350
color_plate,art_plate,A1,T41,350
color_plate,art_plate,A1,T44,350
color_plate,art_plate,A1,U1,350
color_plate,art_plate,A1,U3,350
color_plate,art_plate,A1,U4,350
color_plate,art_plate,A1,U13,350
color_plate,art_plate,A1,U14,350
color_plate,art_plate,A1,U17,350
color_plate,art_plate,A1,U18,350
color_plate,art_plate,A1,U19,350
color_plate,art_plate,A1,U20,350
color_plate,art_plate,A1,U24,350
color_plate,art_plate,A1,U25,350
color_plate,art_plate,A1,U29,350
color_plate,art_plate,A1,U30,350
color_plate,art_plate,A1,U33,350
color_plate,art_plate,A1,U34,350
color_plate,art_plate,A1,U38,350
